review_id	sentiment	label_id	input_ids	review_body	date
194	-1	0	[0, 30078, 22627, 9467, 4598, 226, 4, 510, 4, 68, 717, 6153, 1608, 293, 13769, 43985, 3175, 11, 7787, 11748, 2054, 849, 41108, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Enterprise Products Partners L.P. $EPD Sees Large Decrease in Short Interest http #stocks	2022-09-24T02:50:14Z
3056	0	1	[0, 495, 1722, 9305, 81, 3675, 32215, 11, 1198, 2989, 25, 6247, 43814, 12, 1646, 7697, 6564, 50118, 10431, 417, 1722, 267, 6909, 849, 20692, 3994, 594, 849, 22118, 5946, 849, 4182, 1497, 50118, 13082, 640, 90, 4, 876, 73, 530, 642, 1301, 534, 1506, 35905, 571, 495, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Dow drops over 400 pts in premarket as COVID-19 worries surge
#dowjones #premarket #nasdaq #sp500
https://t.co/KpZGryhdgD"	2022-09-24T02:50:14Z
677	1	2	[0, 13963, 787, 12105, 68, 31050, 100, 3172, 81, 706, 530, 8, 1878, 8557, 15, 4114, 19, 10, 2272, 13547, 8103, 10674, 11423, 1666, 543, 7, 28, 2422, 4649, 1173, 849, 8198, 2192, 19, 595, 16224, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish #equities with current char…	2022-09-24T02:50:14Z
1204	1	2	[0, 7565, 6871, 17285, 374, 13499, 20638, 3224, 20, 41199, 15530, 1464, 598, 15133, 318, 91, 18, 17285, 20, 41199, 4, 50118, 1629, 6621, 2911, 68, 424, 30083, 68, 11244, 68, 3809, 330, 68, 22549, 438, 68, 3178, 68, 8729, 68, 506, 68, 1899, 68, 41502, 68, 298, 13491, 68, 324, 642, 68, 8344, 119, 68, 13753, 571, 68, 2977, 25326, 68, 267, 282, 267, 68, 605, 25484, 68, 428, 1043, 68, 4339, 68, 15453, 68, 267, 1685, 68, 438, 68, 11365, 68, 4339, 2543, 68, 282, 4825, 1178, 68, 36028, 68, 90, 620, 68, 1343, 37959, 68, 35905, 68, 1872, 2560, 68, 3852, 68, 1452, 119, 68, 2379, 642, 68, 17673, 620, 68, 8729, 68, 879, 298, 1437, 68, 642, 7068, 68, 438, 2379, 2054, 2054, 2]	"Trump Was Behind On Jobs Goals Before The Virus Leading Me To Wonder If He's Behind The Virus.
$aapl $amzn $agn $brk $bhc $ba $cat $f $ge $gm $hlf $iep $crm $cmg $googl $jnj $wfc $bac $ms $gs $jpm $c $cs $msft $nflx $fb $tst $qsr $hd $tsla $ko $ibm $pep $mnst $cat $unh  $pfe $cpe http http"	2022-09-24T02:50:14Z
4443	0	1	[0, 41640, 5019, 24027, 24268, 19047, 13, 15896, 26787, 1820, 1913, 17, 27, 29, 1209, 176, 2760, 7535, 1033, 68, 4454, 3755, 2054, 849, 41108, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Analysts Offer Predictions for Primoris Services Corp’s Q2 2020 Earnings $PRIM http #stocks	2022-09-24T02:50:14Z
384	-1	0	[0, 100, 33, 45, 450, 171, 82, 73, 13858, 29, 4649, 1173, 68, 4182, 1178, 1437, 24, 16, 5, 1647, 14, 206, 24, 17, 27, 29, 164, 7, 83, 3732, 53, 24, 17, 27, 29, 15983, 142, 9, 2337, 4, 1437, 68, 4182, 219, 68, 31341, 1343, 68, 10432, 119, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I have not seen many people/funds bearish $spx  it is the majority that think it’s going to ATH but it’s ok because of Fed.  $spy $qqq $iwm	2022-09-24T02:50:14Z
1090	1	2	[0, 1185, 32, 608, 915, 11, 10, 138, 2156, 45, 11, 10, 388, 210, 4, 1437, 50118, 50118, 10431, 12406, 154, 849, 41108, 849, 9607, 12829, 849, 33977, 19923, 154, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"You are doing investment in a company , not in a stock market. 

#investing #stocks #stockmarkets #ValueInvesting"	2022-09-24T02:50:14Z
944	-1	0	[0, 13963, 787, 12105, 4557, 4, 50118, 3908, 849, 36982, 159, 9471, 7, 15163, 15, 494, 564, 6, 42, 12174, 5, 2625, 15, 549, 73, 9178, 5, 849, 38186, 197, 907, 849, 18522, 975, 8363, 849, 428, 25343, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"RT @user Thanks.
With #Ford downgraded to junk on March 25, this fuels the debate on whether/how the #Fed should buy #HighYield #bonds…"	2022-09-24T02:50:14Z
3367	0	1	[0, 16822, 4749, 5019, 17, 27, 3105, 25579, 13, 587, 6, 706, 212, 68, 387, 530, 27150, 975, 6, 163, 12642, 16802, 6, 230, 14684, 6, 230, 5330, 100, 6, 12612, 387, 6, 10712, 7164, 6, 4307, 487, 1000, 6, 211, 1889, 6, 18695, 2562, 6, 10994, 495, 2054, 849, 41108, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Stock Analysts’ Upgrades for April, 24th $BKGFY, BMRRY, CEA, CEMI, CFB, CMCT, CRNX, DAN, DMAC, DRD http #stocks	2022-09-24T02:50:14Z
287	-1	0	[0, 13963, 787, 12105, 14062, 1525, 20, 1053, 35, 3703, 717, 11462, 3310, 73, 35123, 20475, 2323, 1609, 672, 11, 290, 107, 36, 734, 2050, 3794, 50, 112, 12, 1208, 66, 14730, 16276, 68, 4186, 975, 68, 4186, 1000, 49805, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user Chart Of The Day: ISE Equity Call/Put Ratio hits highest level in 8 years (...red flag or 1-day outlier?) $SPY $SPX htt…	2022-09-24T02:50:14Z
1011	-1	0	[0, 347, 9363, 3721, 5885, 6972, 104, 3764, 717, 163, 10227, 68, 10842, 14279, 328, 5457, 849, 3764, 3765, 7912, 10227, 50118, 50118, 4629, 2118, 849, 2620, 2076, 2371, 6557, 163, 10227, 849, 9080, 1437, 50118, 1629, 534, 20245, 68, 863, 5683, 68, 10729, 68, 387, 2562, 68, 347, 68, 6222, 50118, 50118, 1629, 605, 16100, 68, 438, 15597, 68, 36028, 68, 6621, 2911, 68, 282, 4825, 1178, 68, 2977, 25326, 68, 424, 30083, 68, 1452, 428, 68, 33386, 68, 18188, 68, 90, 68, 267, 282, 267, 68, 329, 68, 12749, 329, 68, 4339, 2543, 68, 462, 12709, 68, 1452, 119, 68, 1872, 2560, 68, 8344, 119, 68, 2379, 642, 68, 506, 68, 1899, 68, 9216, 68, 35905, 68, 267, 282, 267, 68, 8729, 68, 705, 3181, 2]	"CANCEL DEUTSCHE BANK $DB NOW! = #CHOMOBANK

REAL #AMERICANS BANK #USA 
$GOLD $JPM $GS $BAC $C $MS

$wmt $cvs $fb $aapl $nflx $googl $amzn $ibb $eem $pg $t $jnj $z $botz $msft $lulu $ibm $tsla $crm $pep $f $ge $pton $hd $jnj $cat $vix $xlf $mkc $rl $tgt $a

https://t.co/VxlYxnIDi7"	2022-09-24T02:50:14Z
1256	-1	0	[0, 25439, 47375, 9, 82, 765, 154, 68, 534, 9332, 534, 88, 1107, 5170, 114, 51, 33, 5, 24507, 7, 3922, 1235, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Read alot of people shorting $GOOG into earnings wonder if they have the grapes to explain themselves.	2022-09-24T02:50:14Z
2584	0	1	[0, 37056, 7454, 3196, 12435, 21394, 35086, 3703, 5089, 12714, 12945, 23771, 36759, 47500, 4, 1437, 787, 12105, 787, 12105, 787, 12105, 787, 12105, 787, 12105, 1437, 1437, 1437, 849, 282, 22129, 849, 5760, 282, 22129, 849, 41108, 849, 4328, 8423, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	DISCLOSURE --- VIEW IS FOR EDUCATIONAL PURPOSE.  @user @user @user @user @user    #nifty #banknifty #stocks #trading	2022-09-24T02:50:14Z
342	-1	0	[0, 13963, 787, 12105, 68, 6621, 2911, 62, 4427, 25, 4505, 12056, 782, 7, 120, 81, 3675, 1769, 9, 185, 5, 210, 159, 6, 2107, 541, 6178, 5910, 1437, 50118, 37180, 782, 10, 1174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"RT @user $aapl up overnight as usual lately needs to get over 400 fast of take the market down, 3230 SP resistance 
everyone needs a…"	2022-09-24T02:50:14Z
1164	-1	0	[0, 10836, 16572, 7498, 3921, 24744, 128, 29116, 41220, 45144, 108, 572, 32202, 1209, 306, 19700, 131, 25249, 312, 6368, 9197, 50118, 50118, 1629, 347, 11961, 50118, 1629, 4014, 1301, 50118, 1629, 9822, 2191, 50118, 1629, 2562, 387, 50118, 1629, 22290, 16802, 50118, 50118, 10431, 347, 2279, 28261, 36242, 849, 347, 2279, 28261, 5320, 6368, 849, 448, 41054, 5320, 6368, 849, 16822, 849, 5320, 6368, 849, 16822, 14773, 5532, 1437, 50118, 13082, 640, 90, 4, 876, 73, 329, 530, 705, 47109, 846, 2981, 19911, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"Canopy Growth Announces 'Strategy Reset' After Huge Q4 Loss; Marijuana Stocks Fall

$CGC
$STZ
$CRON
$ACB
$TLRY

#CannabisCommunity #CannabisStocks #MarijuanaStocks #Stock #Stocks #StockMarketNews 
https://t.co/zKvzxVeycf"	2022-09-24T02:50:14Z
113	1	2	[0, 16389, 3631, 139, 14124, 530, 1902, 1666, 4428, 101, 10, 4543, 27825, 488, 933, 4, 85, 18, 849, 1711, 3762, 2620, 20653, 8, 68, 10729, 530, 6201, 62, 68, 38127, 153, 131, 68, 5683, 326, 7361, 15, 277, 325, 1932, 6, 1198, 2989, 4, 1437, 50118, 50118, 25464, 3226, 50118, 12583, 21278, 6, 602, 66, 68, 176, 4, 306, 153, 11, 486, 1735, 6, 68, 717, 9482, 3226, 50118, 50118, 495, 1722, 5060, 6, 2579, 4427, 7825, 4, 26945, 35, 68, 6222, 11615, 2054, 2054, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"GlaxoSmithKline ... sounds like a snobby law firm. It's #ThatOneAMCall and $GSK picking up $757 million; $PM tacking on another billion dollars, premarket. 

Tuesday*
Big sharks, taking out $2.4 million in call options, $EIX*

Dow futures, nice overnight rebound. Eyes: $MSFT http http"	2022-09-24T02:50:14Z
517	-1	0	[0, 13963, 787, 12105, 497, 5, 28774, 3896, 734, 849, 14189, 849, 4901, 5982, 849, 14189, 4901, 5982, 849, 14189, 17212, 849, 41108, 849, 1517, 3204, 849, 13253, 849, 1193, 1627, 14189, 849, 7215, 261, 1469, 19473, 849, 20266, 849, 611, 1243, 787, 12105, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	RT @user At the Corona Fair... #oil #barrel #oilbarrel #oilprice #stocks #opec #usa #shaleoil #coronavirus #bats #china @user	2022-09-24T02:50:14Z
